Yemva		RU	34	1
Yunguyo		PE	21	1
Yeni Suraxanı	Yeni Suraxani	AZ	09	1
Young		UY	12	1
Yellowknife		CA	13	1
Yoro		HN	18	1
Yorkton		CA	11	1
Yutz		FR	44	1
Yashkino		RU	29	1
Yelan’	Yelan'	RU	84	1
